Produto;Preáo;Pgto.;Nß Parcelas;Parcelamento;Data;Cliente;E-mail;DDD;Estado;Regi∆o;Telefone
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;11/06/2018;Wallacy Martins;wallacy@gmail.com;93;Par†;Norte;991600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;11/06/2018;Miranilde Martins;miranilde@gmail.com;11;S∆o Paulo;Sudeste;969700000
Produto A;R$ 500;Boleto Banc†rio;12;Parcelado;11/06/2018;Eduardo Martins;eduardo@gmail.com;19;S∆o Paulo;Sudeste;991300000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;11/06/2018;M†rcio Martins;marcio@hotmail.com;11;S∆o Paulo;Sudeste;963700000
Produto A;R$ 500;Cart∆o de Credito;7;Parcelado;11/06/2018;Helayne Martins;helayne@hotmail.com;98;Maranh∆o;Nordeste;982300000
Produto C;R$ 2.000;Cart∆o de Credito;7;Parcelado;11/06/2018;Johnatan Martins;johnatan@gmail.com;24;Rio de Janeiro;Sudeste;981000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;11/06/2018;Lanne Martins;lanne@gmail.com;62;Goi†s;Centro-Oeste;984100000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;11/06/2018;Mariene Martins;mariene@hotmail.com;21;Rio de Janeiro;Sudeste;997400000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;12/06/2018;Erick Martins;erick@gmail.com;51;Rio Grande do Sul;Sul;989200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;12/06/2018;Juan Martins;juan@gmail.com;12;S∆o Paulo;Sudeste;997000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;12/06/2018;Denise Martins;denise@gmail.com;11;S∆o Paulo;Sudeste;995900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;12/06/2018;Breenda Martins;breenda@gmail.com;27;Esp°rito Santo;Sudeste;996900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;12/06/2018;Valdemir Martins;valdemir@hotmail.com;16;S∆o Paulo;Sudeste;997600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;12/06/2018;Katiucia Martins;katiucia@hotmail.com;19;S∆o Paulo;Sudeste;991800000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;13/06/2018;Thayenny Martins;thayenny@hotmail.com;91;Par†;Norte;981100000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;13/06/2018;Edimar Martins;edimar@gmail.com;31;Minas Gerais;Sudeste;971300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;13/06/2018;Leonel Martins;leonel@gmail.com;21;Rio de Janeiro;Sudeste;976700000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;13/06/2018;Carolina Martins;carolina@hotmail.com;11;S∆o Paulo;Sudeste;981800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;13/06/2018;Yany Martins;yany@gmail.com;11;S∆o Paulo;Sudeste;932100000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;13/06/2018;Sans∆o Martins;sansao@gmail.com;88;Cear†;Nordeste;997000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;13/06/2018;Alisson Martins;alisson@gmail.com;15;S∆o Paulo;Sudeste;981200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;13/06/2018;Eunice Martins;eunice@gmail.com;51;Rio Grande do Sul;Sul;999800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;14/06/2018;Claudinei Martins;claudinei@hotmail.com;12;S∆o Paulo;Sudeste;988700000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;14/06/2018;Jac¢ Martins;jaco@hotmail.com;19;S∆o Paulo;Sudeste;994500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;14/06/2018;Nicholas Martins;nicholas@gmail.com;24;Rio de Janeiro;Sudeste;988200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;14/06/2018;Giovanne Martins;giovanne@gmail.com;13;S∆o Paulo;Sudeste;981800000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;15/06/2018;Leonardo Martins;leonardo@hotmail.com;81;Pernambuco;Nordeste;997900000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;15/06/2018;Dirce Martins;dirce@gmail.com;11;S∆o Paulo;Sudeste;987300000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;15/06/2018;Hadilene Martins;hadilene@yahoo.com.br;98;Maranh∆o;Nordeste;981900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;15/06/2018;Carlos Martins;carlos@gmail.com;55;Rio Grande do Sul;Sul;991900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/06/2018;Elcione Martins;elcione@gmail.com;31;Minas Gerais;Sudeste;997700000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;15/06/2018;Gabriely Martins;gabriely@gmail.com;19;S∆o Paulo;Sudeste;997000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;16/06/2018;Nara Martins;nara@gmail.com;84;Rio Grande do Norte;Nordeste;998400000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;16/06/2018;Livania Martins;livania@gmail.com;11;S∆o Paulo;Sudeste;974200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;16/06/2018;Layne Martins;layne@hotmail.com;31;Minas Gerais;Sudeste;914000000
Produto B;R$ 1.000;Cart∆o de Credito;2;Parcelado;16/06/2018;Cesar Martins;cesar@hotmail.com;16;S∆o Paulo;Sudeste;991400000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;17/06/2018;Anamaria Martins;anamaria@hotmail.com;44;Paran†;Sul;988300000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;17/06/2018;Gilmara Martins;gilmara@gmail.com;11;S∆o Paulo;Sudeste;986300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;17/06/2018;Maikon Martins;maikon@gmail.com;48;Santa Catarina;Sul;984300000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;17/06/2018;Alexmar Martins;alexmar@hotmail.com;34;Minas Gerais;Sudeste;993200000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;17/06/2018;Aramis Martins;aramis@yahoo.com;11;S∆o Paulo;Sudeste;991700000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;17/06/2018;Tania Martins;tania@globo.com;21;Rio de Janeiro;Sudeste;998900000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;17/06/2018;Evelyn Martins;evelyn@gmail.com;12;S∆o Paulo;Sudeste;981100000
Produto C;R$ 2.000;Cart∆o de Credito;5;Parcelado;17/06/2018;Roberson Martins;roberson@gmail.com;18;S∆o Paulo;Sudeste;991500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;17/06/2018;Marco Martins;marco@yahoo.com;11;S∆o Paulo;Sudeste;994600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;17/06/2018;Judson Martins;judson@gmail.com;21;Rio de Janeiro;Sudeste;972000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;17/06/2018;Jenifer Martins;jenifer@gmail.com;47;Santa Catarina;Sul;988200000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;18/06/2018;Rhayssa Martins;rhayssa@gmail.com;12;S∆o Paulo;Sudeste;981600000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;18/06/2018;Lyender Martins;lyender@gmail.com;91;Par†;Norte;982200000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;18/06/2018;Deliane Martins;deliane@hotmail.com;61;Distrito Federal;Centro-Oeste;984700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;18/06/2018;Yan Martins;yan@gmail.com;21;Rio de Janeiro;Sudeste;981600000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;18/06/2018;Josilene Martins;josilene@gmail.com;19;S∆o Paulo;Sudeste;981200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/06/2018;Evenancio Martins;evenancio@gmail.com;15;S∆o Paulo;Sudeste;981500000
Produto C;R$ 2.000;Cart∆o de Credito;6;Parcelado;18/06/2018;Jobson Martins;jobson@outlook.com;11;S∆o Paulo;Sudeste;992500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/06/2018;Tatiano Martins;tatiano@yahoo.com.br;49;Santa Catarina;Sul;999000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/06/2018;Jonathan Martins;jonathan@hotmail.com;71;Bahia;Nordeste;999300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;19/06/2018;Cid Martins;cid@hotmail.com;64;Goi†s;Centro-Oeste;992800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;19/06/2018;James Martins;james@hotmail.com;71;Bahia;Nordeste;999300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;19/06/2018;Luanda Martins;luanda@yahoo.com.br;11;S∆o Paulo;Sudeste;969400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;19/06/2018;Micheu Martins;micheu@gmail.com;11;S∆o Paulo;Sudeste;961600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;19/06/2018;Luciana Martins;luciana@hotmail.com;18;S∆o Paulo;Sudeste;991200000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;19/06/2018;Ebson Martins;ebson@gmail.com;11;S∆o Paulo;Sudeste;951600000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;19/06/2018;Ingrid Martins;ingrid@hotmail.com;53;Rio Grande do Sul;Sul;981300000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;19/06/2018;Mayra Martins;mayra@gmail.com;21;Rio de Janeiro;Sudeste;970200000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;19/06/2018;Alison Martins;alison@gmail.com;31;Minas Gerais;Sudeste;997700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;19/06/2018;Vandro Martins;vandro@gmail.com;49;Santa Catarina;Sul;988600000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;20/06/2018;Geisiane Martins;geisiane@gmail.com;11;S∆o Paulo;Sudeste;982400000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;20/06/2018;Luccas Martins;luccas@gmail.com;21;Rio de Janeiro;Sudeste;967100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;20/06/2018;Monike Martins;monike@gmail.com;21;Rio de Janeiro;Sudeste;971300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;20/06/2018;Cleudilene Martins;cleudilene@gmail.com;11;S∆o Paulo;Sudeste;980500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;20/06/2018;Marcione Martins;marcione@gmail.com;83;Para°ba;Nordeste;996700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;20/06/2018;Helen Martins;helen@hotmail.com;71;Bahia;Nordeste;999200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;20/06/2018;Ralph Martins;ralph@gmail.com;31;Minas Gerais;Sudeste;999500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;20/06/2018;Benson Martins;benson@gmail.com;19;S∆o Paulo;Sudeste;982100000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;20/06/2018;Lu°sa Martins;luisa@hotmail.com;51;Rio Grande do Sul;Sul;993200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;20/06/2018;Kauana Martins;kauana@gmail.com;47;Santa Catarina;Sul;997700000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;21/06/2018;Nikolas Martins;nikolas@hotmail.com;11;S∆o Paulo;Sudeste;993400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;21/06/2018;Gilsivan Martins;gilsivan@hotmail.com;71;Bahia;Nordeste;993200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;21/06/2018;Alexsandere Martins;alexsandere@outlook.com;71;Bahia;Nordeste;986500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;21/06/2018;Danieli Martins;danieli@hotmail.com;41;Paran†;Sul;996100000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;21/06/2018;Elielson Martins;elielson@gmail.com;92;Amazonas;Norte;993600000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;21/06/2018;Kaio Martins;kaio@hotmail.com;43;Paran†;Sul;999100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;21/06/2018;Micaela Martins;micaela@yahoo.com.br;19;S∆o Paulo;Sudeste;988500000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;21/06/2018;Ana Martins;ana@gmail.com;21;Rio de Janeiro;Sudeste;981400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;21/06/2018;Dennes Martins;dennes@gmail.com;22;Rio de Janeiro;Sudeste;998600000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;21/06/2018;Emerson Martins;emerson@uol.com.br;11;S∆o Paulo;Sudeste;996800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;22/06/2018;Esmaykon Martins;esmaykon@hotmail.com;27;Esp°rito Santo;Sudeste;998800000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;22/06/2018;Michela Martins;michela@gmail.com;21;Rio de Janeiro;Sudeste;969700000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;22/06/2018;Adiomar Martins;adiomar@hotmail.com;71;Bahia;Nordeste;993700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;22/06/2018;Janice Martins;janice@hotmail.com;11;S∆o Paulo;Sudeste;985000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;22/06/2018;Claudenice Martins;claudenice@gmail.com;11;S∆o Paulo;Sudeste;962400000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;22/06/2018;Luccas Martins;luccas@gmail.com;12;S∆o Paulo;Sudeste;982000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;23/06/2018;Hosana Martins;hosana@yahoo.com.br;55;Rio Grande do Sul;Sul;921800000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;23/06/2018;Leozicley Martins;leozicley@gmail.com;92;Amazonas;Norte;992500000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;23/06/2018;Jhenyfer Martins;jhenyfer@gmail.com;54;Rio Grande do Sul;Sul;991400000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;23/06/2018;Luca Martins;luca@hotmail.com;71;Bahia;Nordeste;996000000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;23/06/2018;Danielle Martins;danielle@hotmail.com;11;S∆o Paulo;Sudeste;998200000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;24/06/2018;Isamrara Martins;isamrara@gmail.com;27;Esp°rito Santo;Sudeste;998700000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;24/06/2018;F†bio Martins;fabio@gmail.com;35;Minas Gerais;Sudeste;999800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;24/06/2018;Leda Martins;leda@gmail.com;51;Rio Grande do Sul;Sul;984300000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;24/06/2018;Victor Martins;victor@gmail.com;31;Minas Gerais;Sudeste;989100000
Produto A;R$ 500;Cart∆o de Credito;8;Parcelado;25/06/2018;Helber Martins;helber@uol.com.br;62;Goi†s;Centro-Oeste;999000000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;25/06/2018;Lidia Martins;lidia@gmail.com;27;Esp°rito Santo;Sudeste;999000000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;25/06/2018;Rayssa Martins;rayssa@gmail.com;51;Rio Grande do Sul;Sul;992500000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;25/06/2018;Nicolle Martins;nicolle@gmail.com;55;Rio Grande do Sul;Sul;999600000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;25/06/2018;Josivaldo Martins;josivaldo@hotmail.com;81;Pernambuco;Nordeste;985300000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;25/06/2018;Klaus Martins;klaus@gmail.com;79;Sergipe;Nordeste;988100000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;25/06/2018;Miriam Martins;miriam@gmail.com;11;S∆o Paulo;Sudeste;988500000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;26/06/2018;Grazielli Martins;grazielli@outlook.com;11;S∆o Paulo;Sudeste;967600000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;26/06/2018;Carlysandra Martins;carlysandra@gmail.com;85;Cear†;Nordeste;999500000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;26/06/2018;Dennison Martins;dennison@gmail.com;71;Bahia;Nordeste;991000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;26/06/2018;Laiza Martins;laiza@hotmail.com;11;S∆o Paulo;Sudeste;953200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;26/06/2018;Duilyo Martins;duilyo@hotmail.com;11;S∆o Paulo;Sudeste;961900000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;26/06/2018;Francyellen Martins;francyellen@hotmail.com;11;S∆o Paulo;Sudeste;959900000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;26/06/2018;Ryan Martins;ryan@gmail.com;11;S∆o Paulo;Sudeste;978000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;27/06/2018;Lucimara Martins;lucimara@gmail.com;19;S∆o Paulo;Sudeste;988300000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;27/06/2018;Eliene Martins;eliene@hotmail.com;11;S∆o Paulo;Sudeste;973000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;27/06/2018;Devyd Martins;devyd@gmail.com;98;Maranh∆o;Nordeste;992000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;27/06/2018;Danielly Martins;danielly@gmail.com;14;S∆o Paulo;Sudeste;981400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;27/06/2018;ShÉmya Martins;shamya@gmail.com;99;Maranh∆o;Nordeste;991900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;27/06/2018;Ilmo Martins;ilmo@gmail.com;54;Rio Grande do Sul;Sul;996100000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;27/06/2018;∂ngelo Martins;angelo@hotmail.com;21;Rio de Janeiro;Sudeste;981400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;27/06/2018;Reginaldo Martins;reginaldo@gmail.com;61;Distrito Federal;Centro-Oeste;985100000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;27/06/2018;Roniel Martins;roniel@gmail.com;67;Mato Grosso do Sul;Centro-Oeste;991500000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;27/06/2018;Rondinely Martins;rondinely@hotmail.com;31;Minas Gerais;Sudeste;988500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;27/06/2018;Calebe Martins;calebe@gmail.com;11;S∆o Paulo;Sudeste;986800000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;28/06/2018;C°ntia Martins;cintia@hotmail.com;51;Rio Grande do Sul;Sul;997700000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;28/06/2018;Wenderson Martins;wenderson@gmail.com;11;S∆o Paulo;Sudeste;952500000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;28/06/2018;Curso Martins;curso@gmail.com;82;Alagoas;Nordeste;998300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;28/06/2018;Emili Martins;emili@gmail.com;41;Paran†;Sul;999400000
Produto C;R$ 2.000;Cart∆o de Credito;6;Parcelado;28/06/2018;Shoji Martins;shoji@uol.com.br;44;Paran†;Sul;991700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;28/06/2018;Antonio Martins;antonio@gmail.com;47;Santa Catarina;Sul;991000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;29/06/2018;Madalena Martins;madalena@hotmail.com;91;Par†;Norte;981100000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;29/06/2018;Geovanna Martins;geovanna@gmail.com;11;S∆o Paulo;Sudeste;944400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;29/06/2018;Gabrela Martins;gabrela@gmail.com;71;Bahia;Nordeste;987200000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;29/06/2018;Walclide Martins;walclide@gmail.com;92;Amazonas;Norte;996100000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;29/06/2018;Karyne Martins;karyne@outlook.com;21;Rio de Janeiro;Sudeste;973600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;29/06/2018;Jo∆o Martins;joao@gmail.com;51;Rio Grande do Sul;Sul;983000000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;29/06/2018;Jansen Martins;jansen@yahoo.com.br;21;Rio de Janeiro;Sudeste;981900000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;30/06/2018;Maiara Martins;maiara@gmail.com;85;Cear†;Nordeste;992900000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;30/06/2018;Sergio Martins;sergio@gmail.com;31;Minas Gerais;Sudeste;998000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;30/06/2018;Francinildo Martins;francinildo@gmail.com;21;Rio de Janeiro;Sudeste;993600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;30/06/2018;Angelo Martins;angelo@gmail.com;11;S∆o Paulo;Sudeste;984800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;30/06/2018;Giovanna Martins;giovanna@hotmail.com;66;Mato Grosso;Centro-Oeste;999900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;30/06/2018;Aparecido Martins;aparecido@hotmail.com;14;S∆o Paulo;Sudeste;996300000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;01/07/2018;Marilene Martins;marilene@gmail.com;88;Cear†;Nordeste;996600000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;01/07/2018;Jucivan Martins;jucivan@hotmail.com;98;Maranh∆o;Nordeste;991900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;01/07/2018;Adriele Martins;adriele@hotmail.com;19;S∆o Paulo;Sudeste;982500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;01/07/2018;Dalmo Martins;dalmo@gmail.com;11;S∆o Paulo;Sudeste;995000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;02/07/2018;Ranielli Martins;ranielli@hotmail.com;11;S∆o Paulo;Sudeste;995800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;02/07/2018;Efraim Martins;efraim@hotmail.com;71;Bahia;Nordeste;981100000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;02/07/2018;Hairton Martins;hairton@hotmail.com;11;S∆o Paulo;Sudeste;980600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;02/07/2018;Izadora Martins;izadora@outlook.com;21;Rio de Janeiro;Sudeste;985200000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;02/07/2018;Taiane Martins;taiane@gmail.com;31;Minas Gerais;Sudeste;994900000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;02/07/2018;Djerre Martins;djerre@gmail.com;47;Santa Catarina;Sul;999700000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;02/07/2018;Jadailson Martins;jadailson@yahoo.com.br;24;Rio de Janeiro;Sudeste;974000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;03/07/2018;Odailson Martins;odailson@gmail.com;65;Mato Grosso;Centro-Oeste;996600000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;03/07/2018;Natan Martins;natan@gmail.com;85;Cear†;Nordeste;989100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;03/07/2018;Taciano Martins;taciano@hotmail.com;81;Pernambuco;Nordeste;993100000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;03/07/2018;Gisele Martins;gisele@gmail.com;11;S∆o Paulo;Sudeste;986100000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;03/07/2018;Ludyo Martins;ludyo@gmail.com;34;Minas Gerais;Sudeste;988400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/07/2018;Rivadavia Martins;rivadavia@hotmail.com;21;Rio de Janeiro;Sudeste;985600000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;03/07/2018;Madson Martins;madson@gmail.com;67;Mato Grosso do Sul;Centro-Oeste;991100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/07/2018;Jane Martins;jane@hotmail.com;41;Paran†;Sul;998400000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;03/07/2018;Jhennifer Martins;jhennifer@gmail.com;62;Goi†s;Centro-Oeste;999600000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;03/07/2018;Frisan Martins;frisan@gmail.com;21;Rio de Janeiro;Sudeste;968800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/07/2018;ShÉmya Martins;shamya@gmail.com;99;Maranh∆o;Nordeste;991900000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;04/07/2018;Rian Martins;rian@gmail.com;92;Amazonas;Norte;988200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;04/07/2018;Rosemeire Martins;rosemeire@uol.com.br;11;S∆o Paulo;Sudeste;972900000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;04/07/2018;Ivan Martins;ivan@gmail.com;21;Rio de Janeiro;Sudeste;998200000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;04/07/2018;Marleide Martins;marleide@gmail.com;79;Sergipe;Nordeste;988100000
